polyid,geometry
9018,"POLYGON ((116.1316116312738 40.07586200217604, 116.1374750222653 40.07590580861508, 116.1375318466538 40.07140147615967, 116.1316688418331 40.07135767666536, 116.1316116312738 40.07586200217604))"
9019,"POLYGON ((116.1374750222653 40.07590580861508, 116.1433384260554 40.07594931833036, 116.14339486427 40.07144497897728, 116.1375318466538 40.07140147615967, 116.1374750222653 40.07590580861508))"
9020,"POLYGON ((116.1433384260554 40.07594931833036, 116.1492018425572 40.07599253132003, 116.1492578945946 40.07148818511629, 116.14339486427 40.07144497897728, 116.1433384260554 40.07594931833036))"
9021,"POLYGON ((116.1492018425572 40.07599253132003, 116.1550652716838 40.07603544758217, 116.1551209375408 40.07153109457481, 116.1492578945946 40.07148818511629, 116.1492018425572 40.07599253132003))"
9022,"POLYGON ((116.1550652716838 40.07603544758217, 116.1609287133481 40.07607806711494, 116.1609839930217 40.07157370735097, 116.1551209375408 40.07153109457481, 116.1550652716838 40.07603544758217))"
9023,"POLYGON ((116.1609287133481 40.07607806711494, 116.1667921674632 40.07612038991645, 116.1668470609502 40.07161602344294, 116.1609839930217 40.07157370735097, 116.1609287133481 40.07607806711494))"
9024,"POLYGON ((116.1667921674632 40.07612038991645, 116.1726556339422 40.07616241598488, 116.1727101412394 40.07165804284885, 116.1668470609502 40.07161602344294, 116.1667921674632 40.07612038991645))"
9025,"POLYGON ((116.1726556339422 40.07616241598488, 116.1785191126981 40.07620414531842, 116.1785732338024 40.07169976556688, 116.1727101412394 40.07165804284885, 116.1726556339422 40.07616241598488))"
9026,"POLYGON ((116.1785191126981 40.07620414531842, 116.1843826036439 40.07624557791521, 116.1844363385523 40.07174119159521, 116.1785732338024 40.07169976556688, 116.1785191126981 40.07620414531842))"
9027,"POLYGON ((116.1843826036439 40.07624557791521, 116.1902461066927 40.07628671377346, 116.1902994554022 40.07178232093205, 116.1844363385523 40.07174119159521, 116.1843826036439 40.07624557791521))"
9028,"POLYGON ((116.1902461066927 40.07628671377346, 116.1961096217575 40.07632755289139, 116.196162584265 40.07182315357559, 116.1902994554022 40.07178232093205, 116.1902461066927 40.07628671377346))"
9029,"POLYGON ((116.1961096217575 40.07632755289139, 116.2019731487513 40.0763680952672, 116.2020257250538 40.07186368952406, 116.196162584265 40.07182315357559, 116.1961096217575 40.07632755289139))"
9030,"POLYGON ((116.2019731487513 40.0763680952672, 116.2078366875872 40.07640834089916, 116.2078888776817 40.0719039287757, 116.2020257250538 40.07186368952406, 116.2019731487513 40.0763680952672))"
9031,"POLYGON ((116.2078366875872 40.07640834089916, 116.2137002381781 40.07644828978547, 116.2137520420618 40.07194387132874, 116.2078888776817 40.0719039287757, 116.2078366875872 40.07640834089916))"
9032,"POLYGON ((116.2137002381781 40.07644828978547, 116.2195638004373 40.07648794192445, 116.219615218107 40.07198351718146, 116.2137520420618 40.07194387132874, 116.2137002381781 40.07644828978547))"
9033,"POLYGON ((116.2195638004373 40.07648794192445, 116.2254273742776 40.07652729731431, 116.2254784057305 40.07202286633212, 116.219615218107 40.07198351718146, 116.2195638004373 40.07648794192445))"
9034,"POLYGON ((116.2254273742776 40.07652729731431, 116.231290959612 40.07656635595337, 116.2313416048453 40.07206191877903, 116.2254784057305 40.07202286633212, 116.2254273742776 40.07652729731431))"
9035,"POLYGON ((116.231290959612 40.07656635595337, 116.2371545563537 40.07660511783993, 116.2372048153644 40.07210067452046, 116.2313416048453 40.07206191877903, 116.231290959612 40.07656635595337))"
9036,"POLYGON ((116.2371545563537 40.07660511783993, 116.2430181644156 40.07664358297228, 116.243068037201 40.07213913355473, 116.2372048153644 40.07210067452046, 116.2371545563537 40.07660511783993))"
9037,"POLYGON ((116.2430181644156 40.07664358297228, 116.2488817837108 40.07668175134877, 116.2489312702679 40.07217729588016, 116.243068037201 40.07213913355473, 116.2430181644156 40.07664358297228))"
9038,"POLYGON ((116.2488817837108 40.07668175134877, 116.2547454141523 40.07671962296773, 116.2547945144783 40.07221516149512, 116.2489312702679 40.07217729588016, 116.2488817837108 40.07668175134877))"
9039,"POLYGON ((116.2547454141523 40.07671962296773, 116.2606090556531 40.0767571978275, 116.2606577697454 40.07225273039793, 116.2547945144783 40.07221516149512, 116.2547454141523 40.07671962296773))"
9040,"POLYGON ((116.2606090556531 40.0767571978275, 116.2664727081263 40.07679447592646, 116.2665210359819 40.07229000258695, 116.2606577697454 40.07225273039793, 116.2606090556531 40.0767571978275))"
9041,"POLYGON ((116.2664727081263 40.07679447592646, 116.2723363714848 40.07683145726298, 116.2723843131011 40.07232697806058, 116.2665210359819 40.07229000258695, 116.2664727081263 40.07679447592646))"
9042,"POLYGON ((116.2723363714848 40.07683145726298, 116.2782000456417 40.07686814183543, 116.2782476010159 40.0723636568172, 116.2723843131011 40.07232697806058, 116.2723363714848 40.07683145726298))"
9043,"POLYGON ((116.2782000456417 40.07686814183543, 116.2840637305099 40.07690452964224, 116.2841108996394 40.07240003885521, 116.2782476010159 40.0723636568172, 116.2782000456417 40.07686814183543))"
9044,"POLYGON ((116.2840637305099 40.07690452964224, 116.2899274260026 40.07694062068181, 116.2899742088847 40.07243612417302, 116.2841108996394 40.07240003885521, 116.2840637305099 40.07690452964224))"
9045,"POLYGON ((116.2899274260026 40.07694062068181, 116.2957911320327 40.07697641495258, 116.2958375286647 40.07247191276907, 116.2899742088847 40.07243612417302, 116.2899274260026 40.07694062068181))"
9046,"POLYGON ((116.2957911320327 40.07697641495258, 116.3016548485133 40.07701191245298, 116.3017008588926 40.0725074046418, 116.2958375286647 40.07247191276907, 116.2957911320327 40.07697641495258))"
9047,"POLYGON ((116.3016548485133 40.07701191245298, 116.3075185753573 40.07704711318145, 116.3075641994813 40.07254259978966, 116.3017008588926 40.0725074046418, 116.3016548485133 40.07701191245298))"
9048,"POLYGON ((116.3075185753573 40.07704711318145, 116.3133823124779 40.07708201713649, 116.3134275503439 40.07257749821111, 116.3075641994813 40.07254259978966, 116.3075185753573 40.07704711318145))"
9049,"POLYGON ((116.3133823124779 40.07708201713649, 116.3192460597878 40.07711662431657, 116.3192909113934 40.07261209990465, 116.3134275503439 40.07257749821111, 116.3133823124779 40.07708201713649))"
9050,"POLYGON ((116.3192460597878 40.07711662431657, 116.3251098172004 40.07715093472016, 116.3251542825429 40.07264640486875, 116.3192909113934 40.07261209990465, 116.3192460597878 40.07711662431657))"
9051,"POLYGON ((116.3251098172004 40.07715093472016, 116.3309735846284 40.07718494834579, 116.3310176637054 40.07268041310193, 116.3251542825429 40.07264640486875, 116.3251098172004 40.07715093472016))"
9052,"POLYGON ((116.3309735846284 40.07718494834579, 116.3368373619849 40.07721866519198, 116.3368810547938 40.07271412460272, 116.3310176637054 40.07268041310193, 116.3309735846284 40.07718494834579))"
9053,"POLYGON ((116.3368373619849 40.07721866519198, 116.342701149183 40.07725208525724, 116.3427444557214 40.07274753936962, 116.3368810547938 40.07271412460272, 116.3368373619849 40.07721866519198))"
9054,"POLYGON ((116.342701149183 40.07725208525724, 116.3485649461356 40.07728520854012, 116.3486078664011 40.07278065740119, 116.3427444557214 40.07274753936962, 116.342701149183 40.07725208525724))"
9055,"POLYGON ((116.3485649461356 40.07728520854012, 116.3544287527558 40.07731803503918, 116.3544712867458 40.07281347869599, 116.3486078664011 40.07278065740119, 116.3485649461356 40.07728520854012))"
9056,"POLYGON ((116.3544287527558 40.07731803503918, 116.3602925689565 40.07735056475302, 116.3603347166687 40.07284600325261, 116.3544712867458 40.07281347869599, 116.3544287527558 40.07731803503918))"
9057,"POLYGON ((116.3602925689565 40.07735056475302, 116.3661563946508 40.07738279768018, 116.3661981560828 40.07287823106959, 116.3603347166687 40.07284600325261, 116.3602925689565 40.07735056475302))"
9058,"POLYGON ((116.3661563946508 40.07738279768018, 116.3720202297516 40.07741473381927, 116.372061604901 40.07291016214557, 116.3661981560828 40.07287823106959, 116.3661563946508 40.07738279768018))"
9059,"POLYGON ((116.3720202297516 40.07741473381927, 116.3778840741721 40.0774463731689, 116.3779250630365 40.07294179647912, 116.372061604901 40.07291016214557, 116.3720202297516 40.07741473381927))"
9060,"POLYGON ((116.3778840741721 40.0774463731689, 116.383747927825 40.0774777157277, 116.3837885304023 40.0729731340689, 116.3779250630365 40.07294179647912, 116.3778840741721 40.0774463731689))"
9061,"POLYGON ((116.383747927825 40.0774777157277, 116.3896117906236 40.0775087614943, 116.3896520069112 40.07300417491352, 116.3837885304023 40.0729731340689, 116.383747927825 40.0774777157277))"
9062,"POLYGON ((116.3896117906236 40.0775087614943, 116.3954756624807 40.07753951046735, 116.3955154924765 40.07303491901163, 116.3896520069112 40.07300417491352, 116.3896117906236 40.0775087614943))"
9063,"POLYGON ((116.3954756624807 40.07753951046735, 116.4013395433095 40.07756996264549, 116.4013789870112 40.07306536636191, 116.3955154924765 40.07303491901163, 116.3954756624807 40.07753951046735))"
9064,"POLYGON ((116.4013395433095 40.07756996264549, 116.4072034330228 40.07760011802742, 116.4072424904281 40.07309551696299, 116.4013789870112 40.07306536636191, 116.4013395433095 40.07756996264549))"
9065,"POLYGON ((116.4072034330228 40.07760011802742, 116.4130673315336 40.07762997661182, 116.4131060026404 40.07312537081361, 116.4072424904281 40.07309551696299, 116.4072034330228 40.07760011802742))"
9066,"POLYGON ((116.4130673315336 40.07762997661182, 116.4189312387551 40.07765953839738, 116.4189695235611 40.07315492791246, 116.4131060026404 40.07312537081361, 116.4130673315336 40.07762997661182))"
9067,"POLYGON ((116.4189312387551 40.07765953839738, 116.4247951546001 40.07768880338283, 116.4248330531032 40.07318418825822, 116.4189695235611 40.07315492791246, 116.4189312387551 40.07765953839738))"
9068,"POLYGON ((116.4247951546001 40.07768880338283, 116.4306590789817 40.07771777156688, 116.4306965911798 40.07321315184963, 116.4248330531032 40.07318418825822, 116.4247951546001 40.07768880338283))"
9069,"POLYGON ((116.4306590789817 40.07771777156688, 116.4365230118129 40.07774644294825, 116.4365601377037 40.07324181868545, 116.4306965911798 40.07321315184963, 116.4306590789817 40.07771777156688))"
9070,"POLYGON ((116.4365230118129 40.07774644294825, 116.4423869530066 40.07777481752574, 116.4424236925881 40.0732701887644, 116.4365601377037 40.07324181868545, 116.4365230118129 40.07774644294825))"
9071,"POLYGON ((116.4423869530066 40.07777481752574, 116.4482509024758 40.07780289529808, 116.448287255746 40.07329826208527, 116.4424236925881 40.0732701887644, 116.4423869530066 40.07777481752574))"
9072,"POLYGON ((116.4482509024758 40.07780289529808, 116.4541148601337 40.07783067626405, 116.4541508270903 40.07332603864683, 116.448287255746 40.07329826208527, 116.4482509024758 40.07780289529808))"
9073,"POLYGON ((116.4541148601337 40.07783067626405, 116.459978825893 40.07785816042245, 116.4600144065342 40.07335351844786, 116.4541508270903 40.07332603864683, 116.4541148601337 40.07783067626405))"
9074,"POLYGON ((116.459978825893 40.07785816042245, 116.4658427996669 40.07788534777207, 116.4658779939905 40.07338070148717, 116.4600144065342 40.07335351844786, 116.459978825893 40.07785816042245))"
9075,"POLYGON ((116.4658427996669 40.07788534777207, 116.4717067813683 40.07791223831173, 116.4717415893725 40.07340758776357, 116.4658779939905 40.07338070148717, 116.4658427996669 40.07788534777207))"
9076,"POLYGON ((116.4717067813683 40.07791223831173, 116.4775707709102 40.07793883204027, 116.4776051925929 40.07343417727591, 116.4717415893725 40.07340758776357, 116.4717067813683 40.07791223831173))"
9077,"POLYGON ((116.4775707709102 40.07793883204027, 116.4834347682056 40.07796512895652, 116.4834688035649 40.07346047002301, 116.4776051925929 40.07343417727591, 116.4775707709102 40.07793883204027))"
9078,"POLYGON ((116.4834347682056 40.07796512895652, 116.4892987731675 40.07799112905933, 116.4893324222014 40.07348646600371, 116.4834688035649 40.07346047002301, 116.4834347682056 40.07796512895652))"
9079,"POLYGON ((116.4892987731675 40.07799112905933, 116.4951627857089 40.07801683234759, 116.4951960484155 40.07351216521691, 116.4893324222014 40.07348646600371, 116.4892987731675 40.07799112905933))"
9080,"POLYGON ((116.4951627857089 40.07801683234759, 116.5010268057427 40.07804223882016, 116.5010596821201 40.0735375676615, 116.4951960484155 40.07351216521691, 116.4951627857089 40.07801683234759))"
9081,"POLYGON ((116.5010268057427 40.07804223882016, 116.506890833182 40.07806734847593, 116.5069233232284 40.07356267333633, 116.5010596821201 40.0735375676615, 116.5010268057427 40.07804223882016))"
9082,"POLYGON ((116.506890833182 40.07806734847593, 116.5127548679397 40.07809216131382, 116.5127869716533 40.07358748224034, 116.5069233232284 40.07356267333633, 116.506890833182 40.07806734847593))"
9083,"POLYGON ((116.5127548679397 40.07809216131382, 116.5186189099289 40.07811667733274, 116.5186506273077 40.07361199437245, 116.5127869716533 40.07358748224034, 116.5127548679397 40.07809216131382))"
9084,"POLYGON ((116.5186189099289 40.07811667733274, 116.5244829590624 40.07814089653163, 116.5245142901048 40.07363620973157, 116.5186506273077 40.07361199437245, 116.5186189099289 40.07811667733274))"
9085,"POLYGON ((116.5244829590624 40.07814089653163, 116.5303470152534 40.07816481890944, 116.5303779599575 40.07366012831666, 116.5245142901048 40.07363620973157, 116.5244829590624 40.07814089653163))"
9086,"POLYGON ((116.5303470152534 40.07816481890944, 116.5362110784147 40.07818844446509, 116.5362416367788 40.07368375012668, 116.5303779599575 40.07366012831666, 116.5303470152534 40.07816481890944))"
9087,"POLYGON ((116.5362110784147 40.07818844446509, 116.5420751484594 40.07821177319762, 116.5421053204817 40.07370707516058, 116.5362416367788 40.07368375012668, 116.5362110784147 40.07818844446509))"
9088,"POLYGON ((116.5420751484594 40.07821177319762, 116.5479392253004 40.07823480510594, 116.5479690109792 40.07373010341737, 116.5421053204817 40.07370707516058, 116.5420751484594 40.07821177319762))"
9089,"POLYGON ((116.5479392253004 40.07823480510594, 116.5538033088508 40.0782575401891, 116.5538327081844 40.07375283489605, 116.5479690109792 40.07373010341737, 116.5479392253004 40.07823480510594))"
9090,"POLYGON ((116.5538033088508 40.0782575401891, 116.5596673990234 40.07827997844608, 116.5596964120102 40.07377526959561, 116.5538327081844 40.07375283489605, 116.5538033088508 40.0782575401891))"
9091,"POLYGON ((116.5596673990234 40.07827997844608, 116.5655314957313 40.07830211987591, 116.5655601223697 40.07379740751507, 116.5596964120102 40.07377526959561, 116.5596673990234 40.07827997844608))"
9092,"POLYGON ((116.5655314957313 40.07830211987591, 116.5713955988875 40.07832396447765, 116.5714238391758 40.07381924865348, 116.5655601223697 40.07379740751507, 116.5655314957313 40.07830211987591))"
9093,"POLYGON ((116.5713955988875 40.07832396447765, 116.5772597084049 40.0783455122503, 116.5772875623415 40.07384079300988, 116.5714238391758 40.07381924865348, 116.5713955988875 40.07832396447765))"
9094,"POLYGON ((116.5772597084049 40.0783455122503, 116.5831238241966 40.07836676319297, 116.5831512917798 40.07386204058336, 116.5772875623415 40.07384079300988, 116.5772597084049 40.0783455122503))"
9095,"POLYGON ((116.5831238241966 40.07836676319297, 116.5889879461754 40.07838771730469, 116.5890150274038 40.07388299137293, 116.5831512917798 40.07386204058336, 116.5831238241966 40.07836676319297))"
9096,"POLYGON ((116.5889879461754 40.07838771730469, 116.5948520742544 40.0784083745846, 116.5948787691264 40.07390364537775, 116.5890150274038 40.07388299137293, 116.5889879461754 40.07838771730469))"
9097,"POLYGON ((116.5948520742544 40.0784083745846, 116.6007162083466 40.07842873503174, 116.6007425168607 40.07392400259688, 116.5948787691264 40.07390364537775, 116.5948520742544 40.0784083745846))"
9098,"POLYGON ((116.6007162083466 40.07842873503174, 116.6065803483649 40.07844879864526, 116.6066062705196 40.07394406302944, 116.6007425168607 40.07392400259688, 116.6007162083466 40.07842873503174))"
9099,"POLYGON ((116.6065803483649 40.07844879864526, 116.6124444942222 40.07846856542428, 116.6124700300161 40.07396382667456, 116.6066062705196 40.07394406302944, 116.6065803483649 40.07844879864526))"
9100,"POLYGON ((116.6124444942222 40.07846856542428, 116.6183086458317 40.07848803536795, 116.6183337952633 40.07398329353138, 116.6124700300161 40.07396382667456, 116.6124444942222 40.07846856542428))"
9101,"POLYGON ((116.6183086458317 40.07848803536795, 116.6241728031062 40.0785072084754, 116.6241975661741 40.07400246359905, 116.6183337952633 40.07398329353138, 116.6183086458317 40.07848803536795))"
9102,"POLYGON ((116.6241728031062 40.0785072084754, 116.6300369659587 40.0785260847458, 116.6300613426615 40.07402133687673, 116.6241975661741 40.07400246359905, 116.6241728031062 40.0785072084754))"
9103,"POLYGON ((116.6300369659587 40.0785260847458, 116.6359011343023 40.07854466417832, 116.6359251246385 40.07403991336361, 116.6300613426615 40.07402133687673, 116.6300369659587 40.0785260847458))"
9104,"POLYGON ((116.6359011343023 40.07854466417832, 116.6417653080498 40.07856294677218, 116.6417889120181 40.07405819305885, 116.6359251246385 40.07403991336361, 116.6359011343023 40.07854466417832))"
9105,"POLYGON ((116.6417653080498 40.07856294677218, 116.6476294871142 40.07858093252658, 116.6476527047133 40.0740761759617, 116.6417889120181 40.07405819305885, 116.6417653080498 40.07856294677218))"
9106,"POLYGON ((116.6476294871142 40.07858093252658, 116.6534936714086 40.07859862144069, 116.6535165026371 40.07409386207134, 116.6476527047133 40.0740761759617, 116.6476294871142 40.07858093252658))"
9107,"POLYGON ((116.6534936714086 40.07859862144069, 116.6593578608458 40.07861601351379, 116.6593803057025 40.07411125138702, 116.6535165026371 40.07409386207134, 116.6534936714086 40.07859862144069))"
9108,"POLYGON ((116.6593578608458 40.07861601351379, 116.6652220553389 40.07863310874509, 116.6652441138225 40.07412834390799, 116.6593803057025 40.07411125138702, 116.6593578608458 40.07861601351379))"
9109,"POLYGON ((116.6652220553389 40.07863310874509, 116.6710862548008 40.07864990713389, 116.6711079269101 40.07414513963347, 116.6652441138225 40.07412834390799, 116.6652220553389 40.07863310874509))"
9110,"POLYGON ((116.6710862548008 40.07864990713389, 116.6769504591446 40.07866640867942, 116.6769717448782 40.07416163856276, 116.6711079269101 40.07414513963347, 116.6710862548008 40.07864990713389))"
9111,"POLYGON ((116.6769504591446 40.07866640867942, 116.6828146682831 40.07868261338094, 116.6828355676399 40.07417784069511, 116.6769717448782 40.07416163856276, 116.6769504591446 40.07866640867942))"
9112,"POLYGON ((116.6828146682831 40.07868261338094, 116.6886788821293 40.0786985212378, 116.6886993951082 40.07419374602986, 116.6828355676399 40.07417784069511, 116.6828146682831 40.07868261338094))"
9113,"POLYGON ((116.6886788821293 40.0786985212378, 116.6945431005962 40.07871413224927, 116.6945632271959 40.07420935456629, 116.6886993951082 40.07419374602986, 116.6886788821293 40.0786985212378))"
9114,"POLYGON ((116.6945431005962 40.07871413224927, 116.7004073235968 40.07872944641469, 116.7004270638162 40.07422466630372, 116.6945632271959 40.07420935456629, 116.6945431005962 40.07871413224927))"
9115,"POLYGON ((116.7004073235968 40.07872944641469, 116.706271551044 40.07874446373337, 116.7062909048821 40.07423968124149, 116.7004270638162 40.07422466630372, 116.7004073235968 40.07872944641469))"
9116,"POLYGON ((116.0846446611398 40.080005133512, 116.0905083328429 40.0800513209931, 116.0905682599996 40.07554704899999, 116.0847049745276 40.07550086884083, 116.0846446611398 40.080005133512))"
9117,"POLYGON ((116.0905083328429 40.0800513209931, 116.0963720180437 40.08009721171904, 116.0964315589659 40.07559293245105, 116.0905682599996 40.07554704899999, 116.0905083328429 40.0800513209931))"
9118,"POLYGON ((116.0963720180437 40.08009721171904, 116.1022357166552 40.08014280568783, 116.1022948713395 40.07563851919201, 116.0964315589659 40.07559293245105, 116.0963720180437 40.08009721171904))"
9119,"POLYGON ((116.1022357166552 40.08014280568783, 116.1080994285904 40.08018810289749, 116.1081581970334 40.07568380922087, 116.1022948713395 40.07563851919201, 116.1022357166552 40.08014280568783))"
9120,"POLYGON ((116.1080994285904 40.08018810289749, 116.1139631537624 40.08023310334604, 116.1140215359608 40.07572880253564, 116.1081581970334 40.07568380922087, 116.1080994285904 40.08018810289749))"
9121,"POLYGON ((116.1139631537624 40.08023310334604, 116.1198268920841 40.08027780703152, 116.1198848880346 40.0757734991344, 116.1140215359608 40.07572880253564, 116.1139631537624 40.08023310334604))"
9122,"POLYGON ((116.1198268920841 40.08027780703152, 116.1256906434686 40.08032221395199, 116.1257482531679 40.07581789901517, 116.1198848880346 40.0757734991344, 116.1198268920841 40.08027780703152))"
9123,"POLYGON ((116.1256906434686 40.08032221395199, 116.1315544078289 40.08036632410553, 116.1316116312738 40.07586200217604, 116.1257482531679 40.07581789901517, 116.1256906434686 40.08032221395199))"
9124,"POLYGON ((116.1315544078289 40.08036632410553, 116.137418185078 40.08041013749018, 116.1374750222653 40.07590580861508, 116.1316116312738 40.07586200217604, 116.1315544078289 40.08036632410553))"
9125,"POLYGON ((116.137418185078 40.08041013749018, 116.1432819751291 40.08045365410407, 116.1433384260554 40.07594931833036, 116.1374750222653 40.07590580861508, 116.137418185078 40.08041013749018))"
9126,"POLYGON ((116.1432819751291 40.08045365410407, 116.149145777895 40.08049687394528, 116.1492018425572 40.07599253132003, 116.1433384260554 40.07594931833036, 116.1432819751291 40.08045365410407))"
9127,"POLYGON ((116.149145777895 40.08049687394528, 116.1550095932889 40.08053979701194, 116.1550652716838 40.07603544758217, 116.1492018425572 40.07599253132003, 116.149145777895 40.08049687394528))"
9128,"POLYGON ((116.1550095932889 40.08053979701194, 116.1608734212236 40.08058242330217, 116.1609287133481 40.07607806711494, 116.1550652716838 40.07603544758217, 116.1550095932889 40.08053979701194))"
9129,"POLYGON ((116.1608734212236 40.08058242330217, 116.1667372616124 40.08062475281414, 116.1667921674632 40.07612038991645, 116.1609287133481 40.07607806711494, 116.1608734212236 40.08058242330217))"
9130,"POLYGON ((116.1667372616124 40.08062475281414, 116.1726011143681 40.08066678554596, 116.1726556339422 40.07616241598488, 116.1667921674632 40.07612038991645, 116.1667372616124 40.08062475281414))"
9131,"POLYGON ((116.1726011143681 40.08066678554596, 116.1784649794038 40.08070852149583, 116.1785191126981 40.07620414531842, 116.1726556339422 40.07616241598488, 116.1726011143681 40.08066678554596))"
9132,"POLYGON ((116.1784649794038 40.08070852149583, 116.1843288566325 40.08074996066193, 116.1843826036439 40.07624557791521, 116.1785191126981 40.07620414531842, 116.1784649794038 40.08070852149583))"
9133,"POLYGON ((116.1843288566325 40.08074996066193, 116.1901927459672 40.08079110304246, 116.1902461066927 40.07628671377346, 116.1843826036439 40.07624557791521, 116.1843288566325 40.08074996066193))"
9134,"POLYGON ((116.1901927459672 40.08079110304246, 116.1960566473209 40.08083194863561, 116.1961096217575 40.07632755289139, 116.1902461066927 40.07628671377346, 116.1901927459672 40.08079110304246))"
9135,"POLYGON ((116.1960566473209 40.08083194863561, 116.2019205606067 40.08087249743962, 116.2019731487513 40.0763680952672, 116.1961096217575 40.07632755289139, 116.1960566473209 40.08083194863561))"
9136,"POLYGON ((116.2019205606067 40.08087249743962, 116.2077844857375 40.08091274945272, 116.2078366875872 40.07640834089916, 116.2019731487513 40.0763680952672, 116.2019205606067 40.08087249743962))"
9137,"POLYGON ((116.2077844857375 40.08091274945272, 116.2136484226264 40.08095270467314, 116.2137002381781 40.07644828978547, 116.2078366875872 40.07640834089916, 116.2077844857375 40.08091274945272))"
9138,"POLYGON ((116.2136484226264 40.08095270467314, 116.2195123711864 40.08099236309916, 116.2195638004373 40.07648794192445, 116.2137002381781 40.07644828978547, 116.2136484226264 40.08095270467314))"
9139,"POLYGON ((116.2195123711864 40.08099236309916, 116.2253763313304 40.08103172472904, 116.2254273742776 40.07652729731431, 116.2195638004373 40.07648794192445, 116.2195123711864 40.08099236309916))"
9140,"POLYGON ((116.2253763313304 40.08103172472904, 116.2312403029715 40.08107078956107, 116.231290959612 40.07656635595337, 116.2254273742776 40.07652729731431, 116.2253763313304 40.08103172472904))"
9141,"POLYGON ((116.2312403029715 40.08107078956107, 116.2371042860227 40.08110955759355, 116.2371545563537 40.07660511783993, 116.231290959612 40.07656635595337, 116.2312403029715 40.08107078956107))"
9142,"POLYGON ((116.2371042860227 40.08110955759355, 116.2429682803971 40.08114802882478, 116.2430181644156 40.07664358297228, 116.2371545563537 40.07660511783993, 116.2371042860227 40.08110955759355))"
9143,"POLYGON ((116.2429682803971 40.08114802882478, 116.2488322860075 40.08118620325311, 116.2488817837108 40.07668175134877, 116.2430181644156 40.07664358297228, 116.2429682803971 40.08114802882478))"
9144,"POLYGON ((116.2488322860075 40.08118620325311, 116.254696302767 40.08122408087686, 116.2547454141523 40.07671962296773, 116.2488817837108 40.07668175134877, 116.2488322860075 40.08118620325311))"
9145,"POLYGON ((116.254696302767 40.08122408087686, 116.2605603305886 40.08126166169436, 116.2606090556531 40.0767571978275, 116.2547454141523 40.07671962296773, 116.254696302767 40.08122408087686))"
9146,"POLYGON ((116.2605603305886 40.08126166169436, 116.2664243693853 40.08129894570401, 116.2664727081263 40.07679447592646, 116.2606090556531 40.0767571978275, 116.2605603305886 40.08126166169436))"
9147,"POLYGON ((116.2664243693853 40.08129894570401, 116.2722884190701 40.08133593290417, 116.2723363714848 40.07683145726298, 116.2664727081263 40.07679447592646, 116.2664243693853 40.08129894570401))"
9148,"POLYGON ((116.2722884190701 40.08133593290417, 116.278152479556 40.08137262329323, 116.2782000456417 40.07686814183543, 116.2723363714848 40.07683145726298, 116.2722884190701 40.08133593290417))"
9149,"POLYGON ((116.278152479556 40.08137262329323, 116.284016550756 40.08140901686959, 116.2840637305099 40.07690452964224, 116.2782000456417 40.07686814183543, 116.278152479556 40.08137262329323))"
9150,"POLYGON ((116.284016550756 40.08140901686959, 116.2898806325831 40.08144511363166, 116.2899274260026 40.07694062068181, 116.2840637305099 40.07690452964224, 116.284016550756 40.08140901686959))"
9151,"POLYGON ((116.2898806325831 40.08144511363166, 116.2957447249503 40.08148091357787, 116.2957911320327 40.07697641495258, 116.2899274260026 40.07694062068181, 116.2898806325831 40.08144511363166))"
9152,"POLYGON ((116.2957447249503 40.08148091357787, 116.3016088277706 40.08151641670668, 116.3016548485133 40.07701191245298, 116.2957911320327 40.07697641495258, 116.2957447249503 40.08148091357787))"
9153,"POLYGON ((116.3016088277706 40.08151641670668, 116.3074729409569 40.08155162301652, 116.3075185753573 40.07704711318145, 116.3016548485133 40.07701191245298, 116.3016088277706 40.08151641670668))"
9154,"POLYGON ((116.3074729409569 40.08155162301652, 116.3133370644223 40.08158653250585, 116.3133823124779 40.07708201713649, 116.3075185753573 40.07704711318145, 116.3074729409569 40.08155162301652))"
9155,"POLYGON ((116.3133370644223 40.08158653250585, 116.3192011980798 40.08162114517318, 116.3192460597878 40.07711662431657, 116.3133823124779 40.07708201713649, 116.3133370644223 40.08158653250585))"
9156,"POLYGON ((116.3192011980798 40.08162114517318, 116.3250653418423 40.08165546101697, 116.3251098172004 40.07715093472016, 116.3192460597878 40.07711662431657, 116.3192011980798 40.08162114517318))"
9157,"POLYGON ((116.3250653418423 40.08165546101697, 116.3309294956229 40.08168948003576, 116.3309735846284 40.07718494834579, 116.3251098172004 40.07715093472016, 116.3250653418423 40.08165546101697))"
9158,"POLYGON ((116.3309294956229 40.08168948003576, 116.3367936593344 40.08172320222805, 116.3368373619849 40.07721866519198, 116.3309735846284 40.07718494834579, 116.3309294956229 40.08168948003576))"
9159,"POLYGON ((116.3367936593344 40.08172320222805, 116.34265783289 40.08175662759236, 116.342701149183 40.07725208525724, 116.3368373619849 40.07721866519198, 116.3367936593344 40.08172320222805))"
9160,"POLYGON ((116.34265783289 40.08175662759236, 116.3485220162026 40.08178975612724, 116.3485649461356 40.07728520854012, 116.342701149183 40.07725208525724, 116.34265783289 40.08175662759236))"
9161,"POLYGON ((116.3485220162026 40.08178975612724, 116.3543862091852 40.08182258783124, 116.3544287527558 40.07731803503918, 116.3485649461356 40.07728520854012, 116.3485220162026 40.08178975612724))"
